Feature	VIF
Intercept	7.21406735212464
correlation_raw	14.83620297299168
correlation_smooth	16.013941374473024
euclidean_distance_smooth	2.039434451865545
mean_sliding_window_correlation_raw	1.4031883837221788
co_peak_max_smooth	1.958427380954547
